,Polarity
16152,4
21854,4
11669,4
20047,4
5874,3
21765,4
8454,3
11750,4
5545,3
21978,4
21057,4
14721,4
18144,4
3139,2
100,0
20736,4
15631,4
2521,2
9564,4
5509,3
11028,4
10294,4
24462,4
15713,4
17135,4
23116,4
29775,4
27529,4
15681,4
14083,4
8616,3
21054,4
10515,4
21622,4
5619,3
22890,4
839,1
19880,4
13622,4
18552,4
19185,4
18308,4
8441,3
6283,3
29958,4
1957,2
1388,2
3142,2
19548,4
26530,4
18771,4
8146,3
19862,4
6523,3
22305,4
19190,4
21979,4
9746,4
1945,2
25002,4
29259,4
22833,4
24301,4
13119,4
19208,4
710,1
14515,4
27086,4
8855,3
18391,4
21688,4
11300,4
3676,3
28034,4
7574,3
6082,3
12270,4
21077,4
12246,4
9086,3
25935,4
7318,3
15412,4
2005,2
13257,4
9817,4
28561,4
25488,4
2350,2
3605,3
1793,2
7287,3
20615,4
5035,3
24102,4
21314,4
9864,4
4980,3
24833,4
18797,4
5238,3
20985,4
26875,4
17806,4
17696,4
23233,4
17828,4
11661,4
4706,3
17378,4
18729,4
9626,4
8394,3
20131,4
1679,2
13112,4
2912,2
29061,4
14407,4
10932,4
10576,4
8968,3
17391,4
3378,2
9531,4
27115,4
9849,4
24880,4
5998,3
3921,3
8220,3
4882,3
2162,2
22490,4
19969,4
25799,4
3003,2
2120,2
10877,4
993,1
21837,4
6673,3
16012,4
19485,4
20066,4
29204,4
5343,3
21442,4
13427,4
9613,4
807,1
10463,4
27136,4
22042,4
16955,4
15900,4
22902,4
3345,2
29639,4
28577,4
18237,4
15275,4
11283,4
1539,2
8691,3
1808,2
27239,4
2102,2
19834,4
26216,4
13857,4
19958,4
28516,4
2475,2
6983,3
28228,4
25705,4
19140,4
14268,4
21485,4
11819,4
10869,4
21156,4
6700,3
3270,2
7820,3
19753,4
29293,4
7327,3
14054,4
12256,4
24006,4
803,1
19426,4
26671,4
13967,4
15144,4
11024,4
17775,4
11536,4
24127,4
13582,4
7925,3
18381,4
5385,3
9485,4
6727,3
3153,2
29003,4
8434,3
20040,4
11696,4
6814,3
26,0
5852,3
6128,3
11268,4
3151,2
28793,4
11139,4
27976,4
21612,4
12783,4
15258,4
6171,3
5781,3
21231,4
13827,4
15927,4
16654,4
14974,4
7750,3
16173,4
26709,4
28668,4
18272,4
6564,3
5192,3
2270,2
26423,4
20515,4
1613,2
24946,4
12259,4
24378,4
6582,3
26893,4
17271,4
17870,4
1615,2
14440,4
13315,4
15060,4
26643,4
8799,3
1099,1
4438,3
22594,4
3274,2
8007,3
21912,4
2343,2
23394,4
3602,3
24805,4
10804,4
20332,4
6994,3
6623,3
13056,4
6297,3
27804,4
17288,4
2764,2
6258,3
13111,4
6454,3
21800,4
11370,4
14840,4
26746,4
7151,3
1933,2
5809,3
8418,3
22576,4
25365,4
21592,4
438,0
18965,4
20226,4
4927,3
27348,4
29590,4
9155,3
2885,2
2240,2
3501,3
21855,4
13952,4
28258,4
7092,3
8867,3
7660,3
4343,3
3826,3
27023,4
25734,4
21905,4
8919,3
15688,4
16659,4
16766,4
11328,4
22481,4
749,1
9500,4
24277,4
5456,3
27962,4
10608,4
3291,2
7380,3
14490,4
19306,4
942,1
14598,4
8541,3
11102,4
29309,4
28719,4
17593,4
3540,3
24647,4
15294,4
9893,4
16030,4
19839,4
21776,4
1386,2
7744,3
4265,3
12464,4
28628,4
1570,2
19927,4
21315,4
28230,4
12454,4
10921,4
24458,4
20195,4
10199,4
17281,4
18358,4
7631,3
8706,3
1303,2
24685,4
9444,4
9620,4
8992,3
1964,2
29750,4
4971,3
22608,4
28388,4
10871,4
14053,4
4051,3
3503,3
14532,4
27346,4
1202,1
16209,4
9139,3
3072,2
9542,4
18723,4
14301,4
19842,4
10142,4
6314,3
18879,4
25511,4
24570,4
4663,3
13633,4
18315,4
12336,4
13956,4
13804,4
25973,4
27832,4
23305,4
12447,4
19406,4
10528,4
9293,4
20950,4
5216,3
22994,4
5067,3
13631,4
3871,3
14936,4
13398,4
2331,2
1234,1
24905,4
20007,4
3659,3
13568,4
16487,4
28041,4
24702,4
10914,4
24451,4
20372,4
1683,2
10459,4
25606,4
18525,4
850,1
3028,2
7555,3
12472,4
12530,4
16984,4
2123,2
18859,4
17385,4
19170,4
6474,3
3115,2
22322,4
9361,4
798,1
11218,4
12715,4
30160,4
2682,2
3352,2
7293,3
30035,4
21385,4
25070,4
5602,3
6100,3
15459,4
4160,3
8082,3
21060,4
26183,4
11314,4
25055,4
27981,4
14,0
18537,4
4848,3
2843,2
15531,4
11345,4
19870,4
16136,4
6017,3
29405,4
20480,4
25174,4
10067,4
8224,3
22825,4
25915,4
27802,4
98,0
2653,2
11271,4
18420,4
21630,4
22658,4
7173,3
25318,4
5,0
15788,4
24663,4
5086,3
21849,4
29007,4
5491,3
8970,3
466,0
18981,4
445,0
27610,4
22730,4
23385,4
29962,4
29218,4
11794,4
15819,4
1967,2
4276,3
9287,4
15220,4
4942,3
19339,4
28862,4
12321,4
8131,3
24428,4
21102,4
26576,4
11297,4
19076,4
7858,3
27123,4
17958,4
17275,4
5143,3
13987,4
28653,4
7362,3
9583,4
26396,4
888,1
18284,4
19348,4
12818,4
25108,4
5543,3
7665,3
15358,4
13168,4
7818,3
13394,4
19355,4
574,1
25409,4
18438,4
20960,4
6567,3
19551,4
9679,4
19892,4
11048,4
28512,4
13734,4
7319,3
28411,4
27294,4
8203,3
13178,4
8460,3
25208,4
23555,4
2374,2
29714,4
29372,4
9251,3
28767,4
2571,2
10062,4
22078,4
22910,4
13985,4
14026,4
20169,4
6599,3
22729,4
4518,3
26970,4
29307,4
21809,4
24212,4
27562,4
6854,3
8815,3
20239,4
3952,3
2661,2
18579,4
9408,4
6279,3
11756,4
25394,4
29953,4
26651,4
10140,4
7065,3
12391,4
1598,2
16611,4
8144,3
18822,4
1606,2
21801,4
1543,2
29860,4
1640,2
14530,4
22473,4
12373,4
10976,4
29250,4
19427,4
9701,4
14995,4
13901,4
12867,4
15534,4
12277,4
7775,3
20015,4
5132,3
29918,4
23262,4
27105,4
20726,4
2359,2
20806,4
10013,4
409,0
222,0
4184,3
25141,4
16539,4
23952,4
25408,4
8922,3
24435,4
2067,2
8103,3
1037,1
20165,4
7583,3
11099,4
16307,4
269,0
19143,4
22623,4
13277,4
9030,3
3887,3
25813,4
11231,4
26102,4
1369,2
29952,4
14551,4
21864,4
17850,4
11149,4
8170,3
4733,3
16647,4
1281,2
20478,4
17599,4
3640,3
5605,3
8069,3
7624,3
4792,3
16762,4
22966,4
24104,4
4831,3
5041,3
29242,4
20854,4
10376,4
13414,4
12325,4
16945,4
20222,4
11058,4
3573,3
398,0
3893,3
25216,4
25124,4
4777,3
21727,4
3363,2
27274,4
6397,3
23390,4
26749,4
5518,3
9430,4
15380,4
12560,4
11299,4
18195,4
17000,4
16466,4
9119,3
29006,4
22486,4
24859,4
11815,4
28619,4
20045,4
12031,4
17971,4
16714,4
21129,4
10688,4
20013,4
5162,3
16705,4
20819,4
12349,4
904,1
20953,4
20213,4
12450,4
1243,1
22192,4
6518,3
15851,4
12437,4
29893,4
4823,3
12059,4
16121,4
7085,3
6210,3
27996,4
6884,3
8781,3
16461,4
23572,4
13884,4
14715,4
15299,4
28693,4
4931,3
10876,4
20465,4
12418,4
28979,4
6372,3
10615,4
26261,4
295,0
3855,3
10620,4
3964,3
29645,4
20992,4
9642,4
12924,4
14887,4
29869,4
28900,4
21467,4
11233,4
27507,4
18414,4
23697,4
26546,4
19978,4
7856,3
24580,4
16253,4
4704,3
22573,4
19859,4
2839,2
6374,3
13367,4
1197,1
25239,4
61,0
29993,4
14876,4
16544,4
23700,4
5500,3
11928,4
15663,4
18825,4
1481,2
16018,4
17202,4
5436,3
30020,4
18861,4
2223,2
16318,4
7481,3
11213,4
457,0
17308,4
20917,4
9962,4
1413,2
15281,4
10216,4
29607,4
3949,3
11079,4
24888,4
15463,4
602,1
5701,3
16931,4
13316,4
20861,4
23608,4
11276,4
23353,4
5720,3
4919,3
3354,2
64,0
16976,4
23692,4
13747,4
21536,4
13968,4
3083,2
29133,4
12347,4
14686,4
2126,2
22595,4
28604,4
19104,4
6285,3
23012,4
27444,4
3916,3
4523,3
6718,3
10419,4
13185,4
6181,3
24245,4
1856,2
28236,4
4751,3
18256,4
16904,4
25013,4
29734,4
28470,4
14570,4
5928,3
19280,4
1506,2
6188,3
15431,4
7040,3
21088,4
25936,4
23735,4
18224,4
3704,3
5002,3
13994,4
22377,4
21585,4
7489,3
10303,4
3891,3
20909,4
20850,4
21601,4
16335,4
20533,4
18180,4
12508,4
22886,4
21554,4
10641,4
9798,4
6811,3
7190,3
21820,4
18850,4
8824,3
27,0
20734,4
11184,4
4208,3
22939,4
812,1
28382,4
18376,4
16547,4
23221,4
17037,4
27653,4
21946,4
9509,4
19366,4
20818,4
27902,4
14550,4
16782,4
21724,4
11325,4
21594,4
16374,4
14325,4
28231,4
23443,4
14465,4
997,1
9918,4
24885,4
19794,4
6699,3
14696,4
25357,4
13419,4
935,1
15101,4
26293,4
1018,1
21278,4
26219,4
8191,3
26419,4
9823,4
18907,4
24348,4
23144,4
7904,3
19079,4
19486,4
26687,4
5427,3
24368,4
17896,4
25067,4
24440,4
28045,4
26304,4
2849,2
3510,3
28161,4
11284,4
15483,4
28485,4
28861,4
10963,4
16283,4
5676,3
9822,4
2365,2
11394,4
8807,3
21356,4
22081,4
3368,2
16825,4
5519,3
25204,4
15764,4
28858,4
7320,3
26581,4
5418,3
3789,3
13505,4
9992,4
17900,4
24547,4
22571,4
22,0
17304,4
26549,4
3469,3
9054,3
24758,4
11816,4
4566,3
4040,3
9723,4
10986,4
2200,2
16235,4
2947,2
6745,3
24689,4
25950,4
11242,4
19454,4
25256,4
28826,4
14834,4
22585,4
22115,4
2021,2
26786,4
3248,2
23604,4
8272,3
28892,4
5404,3
469,0
16736,4
18631,4
14932,4
4433,3
7388,3
11442,4
13465,4
12232,4
4299,3
18321,4
12819,4
9409,4
16599,4
16526,4
10857,4
22417,4
5431,3
12806,4
29945,4
29736,4
19229,4
14919,4
801,1
12187,4
29298,4
7014,3
19751,4
11212,4
1906,2
4288,3
30152,4
6780,3
29158,4
19068,4
19994,4
20913,4
21789,4
17502,4
28781,4
3094,2
27825,4
1059,1
14925,4
7789,3
19491,4
23442,4
10054,4
27271,4
22019,4
7532,3
25793,4
23247,4
1871,2
4341,3
3895,3
10263,4
3516,3
18755,4
27800,4
5099,3
11813,4
19697,4
13196,4
15286,4
9773,4
11793,4
7475,3
5347,3
278,0
21751,4
14441,4
2743,2
6428,3
6729,3
20193,4
14468,4
1680,2
3127,2
28476,4
8055,3
24473,4
25206,4
29439,4
21358,4
12852,4
18356,4
8912,3
27586,4
1915,2
8698,3
6955,3
29279,4
9716,4
22459,4
4237,3
2275,2
2904,2
23931,4
7605,3
14342,4
21784,4
22626,4
10544,4
15852,4
13822,4
29841,4
18227,4
12134,4
10173,4
9193,3
19572,4
25257,4
10433,4
22861,4
24768,4
2496,2
12542,4
4377,3
25922,4
28511,4
8233,3
8713,3
13476,4
21332,4
29221,4
8642,3
22484,4
17759,4
3571,3
17959,4
19456,4
5854,3
13554,4
15962,4
8747,3
24839,4
13710,4
20,0
19682,4
12584,4
8925,3
14901,4
28092,4
17015,4
19840,4
5464,3
30066,4
26442,4
21352,4
18371,4
13021,4
24003,4
23484,4
27896,4
16908,4
27272,4
7877,3
11582,4
1901,2
619,1
26986,4
14106,4
5354,3
13153,4
21967,4
17210,4
5207,3
3107,2
11535,4
20259,4
15212,4
872,1
19106,4
27820,4
880,1
9579,4
1531,2
24720,4
13380,4
29074,4
22093,4
6259,3
6196,3
25497,4
26600,4
16142,4
4185,3
23453,4
27318,4
7979,3
23814,4
2509,2
4277,3
21264,4
9046,3
7240,3
5453,3
24821,4
5694,3
11141,4
19981,4
9035,3
1737,2
7695,3
19173,4
922,1
13499,4
4859,3
28841,4
18457,4
2950,2
15468,4
4095,3
17301,4
24005,4
13458,4
2897,2
16609,4
4319,3
16568,4
18270,4
26750,4
23624,4
17949,4
1272,1
27365,4
24636,4
28110,4
21907,4
12228,4
2158,2
2724,2
24279,4
13506,4
14973,4
20191,4
6218,3
25803,4
9892,4
24766,4
3668,3
19220,4
22632,4
19525,4
17987,4
7203,3
25091,4
340,0
26274,4
8045,3
1349,2
10742,4
4064,3
24367,4
10893,4
30117,4
25384,4
14200,4
9084,3
17441,4
7926,3
7149,3
13415,4
28481,4
23759,4
19783,4
16473,4
7404,3
24188,4
8600,3
27203,4
1868,2
33,0
23940,4
23047,4
1093,1
8664,3
12888,4
14538,4
10713,4
13716,4
5477,3
14575,4
1913,2
16608,4
23922,4
13114,4
8591,3
5232,3
8429,3
23011,4
23315,4
27728,4
16552,4
13019,4
25790,4
5981,3
23547,4
5346,3
1772,2
22610,4
20879,4
26854,4
5356,3
30002,4
28090,4
15606,4
16083,4
19016,4
1039,1
4787,3
19861,4
21838,4
24281,4
11323,4
3310,2
8794,3
3380,2
23277,4
17992,4
24045,4
16899,4
14859,4
3802,3
7623,3
8722,3
23773,4
28418,4
27703,4
17983,4
12654,4
27013,4
12624,4
29261,4
16433,4
18700,4
6938,3
16585,4
21473,4
6947,3
24046,4
7591,3
24293,4
13651,4
11461,4
5798,3
24419,4
28133,4
25306,4
2399,2
4732,3
24222,4
25978,4
21743,4
12576,4
8535,3
12668,4
25228,4
5789,3
16028,4
20108,4
9565,4
7314,3
23622,4
26026,4
2160,2
25213,4
5740,3
10198,4
4036,3
738,1
10363,4
5270,3
25627,4
3822,3
79,0
4628,3
2372,2
4570,3
11243,4
336,0
12951,4
13656,4
17032,4
18979,4
19879,4
29260,4
21885,4
9245,3
5224,3
20803,4
20117,4
27952,4
6960,3
2414,2
22784,4
15306,4
23370,4
6280,3
6351,3
18873,4
4315,3
4352,3
12897,4
14419,4
14070,4
14577,4
21041,4
5478,3
216,0
21861,4
26070,4
4871,3
19448,4
12836,4
28559,4
3207,2
14443,4
10981,4
13520,4
24902,4
106,0
28442,4
29379,4
3460,3
14132,4
7870,3
19717,4
13632,4
6750,3
19152,4
6636,3
28839,4
6496,3
21002,4
21744,4
20916,4
3027,2
1551,2
29299,4
23079,4
976,1
22410,4
2975,2
10039,4
460,0
16512,4
7188,3
10589,4
29711,4
27198,4
19768,4
16448,4
9457,4
28575,4
12271,4
25126,4
21851,4
15649,4
16227,4
13292,4
20058,4
28313,4
26935,4
18867,4
29892,4
16362,4
28403,4
22664,4
23259,4
23596,4
24861,4
3703,3
505,0
26774,4
12465,4
174,0
21844,4
22247,4
2130,2
8688,3
13627,4
8672,3
17657,4
10412,4
1549,2
8753,3
26188,4
13872,4
755,1
617,1
8209,3
20996,4
17556,4
16755,4
21951,4
28259,4
9990,4
5249,3
23524,4
29141,4
11427,4
23245,4
9562,4
9840,4
30024,4
11615,4
7991,3
12958,4
2060,2
25487,4
28250,4
27764,4
4112,3
12357,4
351,0
27830,4
9465,4
24091,4
22564,4
26289,4
27931,4
25151,4
3795,3
12230,4
16507,4
25727,4
4322,3
14759,4
21531,4
1585,2
14354,4
19439,4
24178,4
15855,4
5704,3
26909,4
17686,4
16317,4
2806,2
3265,2
7547,3
25899,4
26933,4
15678,4
25276,4
12308,4
24893,4
8568,3
16188,4
4790,3
9003,3
12698,4
2309,2
11701,4
6060,3
11824,4
10931,4
8412,3
24353,4
19315,4
28896,4
4156,3
6569,3
10606,4
25454,4
1588,2
18326,4
3685,3
7865,3
25268,4
10746,4
9735,4
23619,4
11488,4
25772,4
26329,4
28634,4
7248,3
13621,4
27038,4
16145,4
21933,4
28106,4
24379,4
25037,4
14510,4
7419,3
11382,4
17243,4
21348,4
20637,4
10342,4
27233,4
26129,4
27423,4
9907,4
1807,2
22127,4
17393,4
9794,4
7615,3
14864,4
27107,4
4486,3
27731,4
2730,2
22307,4
25410,4
24858,4
17257,4
11606,4
24299,4
1544,2
24677,4
21558,4
5104,3
5085,3
24041,4
22914,4
10928,4
12208,4
3647,3
19049,4
18312,4
3965,3
2489,2
7874,3
24101,4
20998,4
8746,3
26242,4
24408,4
9591,4
7229,3
26389,4
2087,2
29619,4
12040,4
2344,2
29939,4
4618,3
20182,4
25663,4
10277,4
8547,3
6711,3
29346,4
29432,4
5424,3
647,1
9261,3
5439,3
21343,4
4491,3
25838,4
1925,2
26807,4
25809,4
4493,3
12729,4
24787,4
22693,4
3833,3
25269,4
11746,4
219,0
5944,3
5367,3
21999,4
11827,4
23635,4
12096,4
13327,4
4282,3
23112,4
10699,4
19582,4
21455,4
26994,4
14869,4
1638,2
16697,4
28327,4
4033,3
5951,3
25177,4
14058,4
16734,4
9974,4
28298,4
22908,4
1830,2
15546,4
27254,4
28655,4
26932,4
1584,2
24152,4
25182,4
25159,4
1814,2
29967,4
10111,4
19559,4
8292,3
778,1
14634,4
10486,4
17753,4
25617,4
16943,4
3653,3
19097,4
397,0
22705,4
3483,3
14984,4
28973,4
4466,3
5021,3
5199,3
17053,4
20706,4
26028,4
28675,4
22015,4
8998,3
26873,4
18116,4
5801,3
22235,4
2059,2
23988,4
29975,4
2088,2
15957,4
11479,4
23728,4
19224,4
14075,4
29605,4
12688,4
15705,4
4054,3
7716,3
29511,4
9437,4
13186,4
29771,4
27101,4
26413,4
499,0
20262,4
2867,2
9107,3
27190,4
20238,4
21859,4
16687,4
20309,4
4158,3
23584,4
26550,4
7655,3
19806,4
9829,4
18654,4
29812,4
14664,4
22169,4
2328,2
26142,4
25574,4
1428,2
12415,4
23027,4
984,1
15942,4
11446,4
29728,4
8310,3
19653,4
8361,3
25698,4
25675,4
19511,4
12015,4
27625,4
24209,4
22147,4
17761,4
3736,3
5762,3
14014,4
19903,4
8118,3
10862,4
27533,4
8009,3
19811,4
1418,2
27106,4
8369,3
18425,4
17471,4
511,0
23091,4
600,1
4614,3
29568,4
23143,4
11980,4
10233,4
29725,4
20957,4
12590,4
8265,3
2516,2
6456,3
4660,3
6201,3
26133,4
25827,4
1951,2
16233,4
30015,4
11302,4
13670,4
15731,4
17318,4
10239,4
9850,4
7299,3
10740,4
29338,4
23241,4
28568,4
24809,4
8052,3
8632,3
6365,3
8299,3
20455,4
14304,4
4657,3
20577,4
27277,4
18785,4
21032,4
6299,3
28336,4
9135,3
23388,4
21018,4
4191,3
6103,3
24453,4
11648,4
1235,1
12289,4
14541,4
6953,3
971,1
27036,4
26194,4
9402,4
2434,2
282,0
1983,2
6427,3
6155,3
11448,4
21457,4
1767,2
20026,4
29323,4
6713,3
21595,4
8811,3
16930,4
12068,4
6057,3
21429,4
28198,4
1363,2
15814,4
63,0
29646,4
20820,4
12719,4
16045,4
20607,4
17872,4
3080,2
25383,4
15589,4
26417,4
10603,4
19983,4
20906,4
27742,4
17139,4
3245,2
5897,3
1155,1
1475,2
2703,2
9670,4
11885,4
2645,2
23841,4
8991,3
1844,2
21019,4
5255,3
8411,3
23175,4
16679,4
8254,3
13794,4
3150,2
21033,4
3502,3
15472,4
14375,4
17886,4
13640,4
9764,4
23389,4
21488,4
6948,3
639,1
28263,4
17314,4
10308,4
7091,3
23439,4
17241,4
7217,3
3184,2
12518,4
20211,4
12143,4
2991,2
16529,4
28471,4
29085,4
1047,1
11574,4
18073,4
13177,4
2466,2
24377,4
24272,4
6929,3
17895,4
22237,4
11870,4
24657,4
27371,4
23979,4
17637,4
15462,4
17197,4
26326,4
685,1
27303,4
4230,3
5304,3
16280,4
8761,3
19041,4
25034,4
27983,4
4183,3
9999,4
9971,4
16716,4
18072,4
9929,4
8297,3
14867,4
171,0
13370,4
2933,2
3258,2
17296,4
21207,4
25513,4
20797,4
25693,4
1048,1
13889,4
16816,4
22036,4
18564,4
1403,2
14278,4
22665,4
1313,2
9044,3
6311,3
28075,4
3178,2
24386,4
22477,4
14768,4
22178,4
20601,4
7505,3
9040,3
19555,4
1520,2
25096,4
9161,3
18554,4
753,1
25431,4
12475,4
6076,3
18894,4
26257,4
2243,2
3108,2
19357,4
7524,3
596,1
26512,4
7662,3
16159,4
4289,3
12130,4
29989,4
1513,2
6685,3
14486,4
11592,4
19962,4
26956,4
23774,4
21237,4
7226,3
5341,3
23694,4
9324,4
3188,2
9432,4
8888,3
12323,4
16348,4
17709,4
11879,4
20545,4
8538,3
16180,4
9879,4
15659,4
4379,3
4743,3
14960,4
9137,3
10170,4
17617,4
11410,4
20667,4
4833,3
11755,4
27577,4
11262,4
30000,4
831,1
12702,4
22234,4
3329,2
26738,4
23121,4
26091,4
21413,4
4948,3
9901,4
6726,3
5163,3
17184,4
20495,4
2295,2
1771,2
16636,4
23810,4
16415,4
877,1
17980,4
16305,4
26625,4
15556,4
22690,4
3334,2
27255,4
8952,3
7277,3
16412,4
21241,4
13899,4
13995,4
20485,4
3580,3
10169,4
14656,4
5153,3
2604,2
20201,4
1800,2
17670,4
8681,3
19860,4
8832,3
7463,3
4537,3
24973,4
21596,4
16998,4
24878,4
10122,4
28253,4
19756,4
18671,4
2045,2
11953,4
28017,4
29606,4
3661,3
16784,4
9627,4
4672,3
11828,4
6249,3
16022,4
19437,4
28226,4
13732,4
26233,4
132,0
30053,4
4711,3
18172,4
502,0
10734,4
25238,4
4896,3
22570,4
19470,4
13689,4
13751,4
25190,4
24978,4
9570,4
20584,4
12706,4
10449,4
29483,4
7311,3
18277,4
769,1
25719,4
18911,4
23752,4
5140,3
6967,3
13000,4
1982,2
13879,4
21233,4
26138,4
24223,4
8668,3
20613,4
6522,3
16026,4
9943,4
15142,4
14590,4
21584,4
15,0
29339,4
14173,4
4012,3
312,0
9859,4
18060,4
14539,4
2563,2
21870,4
2164,2
20549,4
4938,3
728,1
25020,4
1128,1
21578,4
26445,4
643,1
17079,4
27039,4
9057,3
9998,4
2267,2
7526,3
19269,4
8034,3
15696,4
16840,4
8033,3
16411,4
18575,4
4271,3
21400,4
21294,4
7522,3
2039,2
17075,4
23386,4
21959,4
10386,4
25668,4
1931,2
10478,4
28503,4
3818,3
29562,4
6353,3
6146,3
3008,2
7036,3
9935,4
20049,4
28434,4
7215,3
9284,4
954,1
17634,4
28464,4
22264,4
9964,4
22336,4
6072,3
11758,4
8219,3
21082,4
8720,3
28609,4
24048,4
29723,4
17311,4
14086,4
2256,2
4376,3
27791,4
9526,4
10400,4
11020,4
6888,3
2996,2
3241,2
8187,3
16960,4
10265,4
21781,4
28380,4
19614,4
27235,4
25490,4
8951,3
20479,4
8624,3
3985,3
8896,3
23415,4
22121,4
1378,2
6045,3
9313,4
28002,4
15599,4
15895,4
4978,3
15600,4
26365,4
20343,4
2382,2
18233,4
10707,4
534,0
11901,4
2411,2
22001,4
11889,4
19714,4
13701,4
2680,2
11456,4
28460,4
22391,4
18404,4
306,0
4223,3
20575,4
4600,3
4665,3
11778,4
9646,4
29010,4
15232,4
19037,4
24280,4
24354,4
24620,4
15214,4
25926,4
27917,4
3969,3
16288,4
2048,2
25360,4
573,1
25292,4
27903,4
4550,3
14719,4
29329,4
19907,4
19340,4
2616,2
13521,4
11510,4
13817,4
26773,4
12050,4
16278,4
3337,2
24703,4
21073,4
6690,3
7958,3
21793,4
12827,4
8112,3
24182,4
26030,4
159,0
16220,4
26020,4
6823,3
18816,4
2091,2
890,1
14370,4
25918,4
22368,4
16104,4
4955,3
17654,4
6885,3
6733,3
4872,3
26524,4
20789,4
6405,3
4240,3
22174,4
15980,4
8762,3
19256,4
26355,4
11757,4
2089,2
24489,4
25118,4
23964,4
6445,3
15012,4
20235,4
10023,4
15055,4
17683,4
14071,4
15415,4
23362,4
27196,4
19335,4
648,1
18469,4
11264,4
22185,4
21626,4
4851,3
6695,3
3782,3
12180,4
1419,2
526,0
4090,3
13300,4
29702,4
13329,4
27389,4
18483,4
27520,4
18763,4
14774,4
13207,4
9419,4
28663,4
21695,4
26254,4
9812,4
14198,4
24465,4
6777,3
24792,4
6126,3
4292,3
309,0
10132,4
23344,4
17956,4
1953,2
26395,4
18459,4
27877,4
17809,4
28766,4
4364,3
16179,4
9552,4
18738,4
10658,4
263,0
21122,4
1108,1
7060,3
20076,4
21610,4
21916,4
13753,4
2460,2
4745,3
2972,2
29110,4
2288,2
15772,4
5557,3
17591,4
9633,4
5349,3
2502,2
13775,4
10753,4
8783,3
11385,4
25539,4
27490,4
27113,4
28370,4
5565,3
3394,2
29145,4
27933,4
6160,3
4412,3
25650,4
7622,3
3749,3
15635,4
4459,3
6308,3
1866,2
12439,4
17355,4
3395,2
5286,3
18045,4
2676,2
25314,4
15022,4
17182,4
11118,4
21470,4
2028,2
3941,3
22252,4
29769,4
29914,4
17332,4
13763,4
24232,4
5832,3
27114,4
3521,3
26104,4
11112,4
10562,4
17629,4
760,1
448,0
29808,4
983,1
17158,4
11894,4
20413,4
832,1
21749,4
12458,4
13418,4
19639,4
14336,4
21839,4
10735,4
16708,4
16569,4
3498,3
6946,3
19239,4
26864,4
2378,2
8800,3
3118,2
8138,3
25476,4
26823,4
14114,4
13265,4
16082,4
21998,4
16700,4
1963,2
4763,3
7895,3
5607,3
24963,4
8430,3
19189,4
28362,4
3825,3
18411,4
23599,4
24243,4
1065,1
29565,4
13620,4
12813,4
23154,4
29521,4
13877,4
16391,4
21354,4
10238,4
4685,3
917,1
19621,4
23103,4
10223,4
7416,3
5732,3
27798,4
15193,4
763,1
18449,4
21081,4
9568,4
13270,4
15441,4
8461,3
1726,2
28821,4
56,0
736,1
989,1
7884,3
24632,4
8459,3
5033,3
14130,4
12525,4
4428,3
19236,4
5817,3
17290,4
26948,4
14711,4
1637,2
16674,4
15882,4
27433,4
14474,4
2408,2
14546,4
28295,4
4056,3
7211,3
22753,4
7694,3
3737,3
18207,4
25366,4
17157,4
26069,4
26425,4
5612,3
10048,4
9463,4
13170,4
5689,3
11792,4
17825,4
8250,3
15499,4
25828,4
3863,3
19442,4
21004,4
13548,4
17448,4
22578,4
24679,4
10694,4
19122,4
19412,4
7848,3
9124,3
20430,4
18534,4
15361,4
24628,4
17990,4
2381,2
2964,2
26048,4
21468,4
30042,4
6330,3
15167,4
9569,4
7346,3
28050,4
2520,2
21387,4
8060,3
25467,4
30206,4
20502,4
26607,4
7174,3
6547,3
6119,3
1143,1
7452,3
25737,4
27047,4
1693,2
28938,4
17550,4
8333,3
948,1
26175,4
20762,4
20714,4
14949,4
10532,4
8075,3
10349,4
17262,4
1619,2
28469,4
24113,4
27683,4
20142,4
10888,4
8634,3
19300,4
18030,4
10580,4
12053,4
22213,4
29272,4
16641,4
12151,4
7975,3
29884,4
20293,4
18967,4
9590,4
892,1
26959,4
17329,4
8965,3
11988,4
4992,3
15981,4
30198,4
28899,4
11008,4
21276,4
16584,4
28291,4
10534,4
15477,4
2196,2
1002,1
23582,4
29088,4
27137,4
26684,4
13998,4
25928,4
13246,4
11836,4
515,0
10322,4
22110,4
27073,4
9413,4
847,1
15262,4
23889,4
25984,4
4017,3
4909,3
4961,3
26016,4
14565,4
28159,4
1159,1
6292,3
12457,4
19282,4
12170,4
19334,4
5230,3
11530,4
23727,4
4413,3
20482,4
20102,4
536,0
24579,4
18629,4
10011,4
1948,2
11161,4
13094,4
23762,4
27334,4
10222,4
17022,4
1978,2
28774,4
17154,4
20151,4
26678,4
11602,4
10812,4
27795,4
11666,4
12571,4
10777,4
11942,4
15574,4
21909,4
22434,4
855,1
2420,2
15482,4
28227,4
1932,2
16730,4
17606,4
12551,4
17594,4
3112,2
27405,4
17066,4
15887,4
25430,4
588,1
18800,4
7170,3
23403,4
25985,4
2217,2
28095,4
10525,4
7777,3
17349,4
26736,4
18389,4
6304,3
12136,4
16439,4
20358,4
21553,4
24690,4
12771,4
767,1
29478,4
23772,4
16961,4
28320,4
11070,4
23307,4
25359,4
1435,2
17904,4
16616,4
25143,4
22938,4
29560,4
